"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"225","How to do parallel computing with R? http://t.co/3ka6CotIpx
 #rstats #datascience",FALSE,53,NA,2015-05-09 17:28:01,FALSE,NA,"597090660798181377",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",30,FALSE,FALSE,NA,NA
"19","R Tip: Nice template for multi-panel plots by @TrevorABranch #rstats #datascience https://t.co/vOpfcTGXHX",FALSE,96,NA,2017-05-23 02:19:43,FALSE,NA,"866841038417088514",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",29,FALSE,FALSE,NA,NA
"54","R Tip: How to extract all the R code chunks from .Rmd file to a .R file? (see pic) #rstats #datascience https://t.co/kKcjFBq22l",FALSE,81,NA,2016-05-17 06:21:49,FALSE,NA,"732456066651324417",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",29,FALSE,FALSE,NA,NA
"163","""A real data scientist is a fusion of software engineer, data analyst and statistician"" #datascience #datascientists http://t.co/k4jP4K2Su9",FALSE,29,NA,2015-07-30 12:32:08,FALSE,NA,"626732004415897600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",29,FALSE,FALSE,NA,NA
"221","Fun with R: How to find the latitude and longitude for a given street address? #rstats #datascience http://t.co/l96H4QidUB",FALSE,62,NA,2015-05-13 11:11:21,FALSE,NA,"598445421632081920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",29,FALSE,FALSE,NA,NA
"4","New Blog Post: The Ultimate NumPy Tutorial especially for R Stats folks who always wanted to catch up on python.… https://t.co/NI2yJzAeFo",TRUE,70,NA,2018-02-07 18:28:01,TRUE,NA,"961305564042084352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",28,FALSE,FALSE,NA,NA
"75","Strategies to Speed Up R Code. Now on DSP! https://t.co/hBUgZ87hqV #rstats #analytics #datascience https://t.co/QD2r0ZpsHT",FALSE,53,NA,2016-01-31 06:18:01,FALSE,NA,"693679610089705472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",28,FALSE,FALSE,NA,NA
"82","R Tip: str_extract(txt, pattern) extracts 'text' that matches 'pattern' #rstats #DataScience https://t.co/WfPXmf1thg https://t.co/prMEhzLQeH",FALSE,59,NA,2016-01-09 14:13:53,FALSE,NA,"685826833103753217",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",28,FALSE,FALSE,NA,NA
"109","R Tip: Define your own negation fn and make code more readable. #rstats #datascience https://t.co/gBZ2H91EAV",FALSE,75,NA,2015-11-09 05:17:52,FALSE,NA,"663586281100742660",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",28,FALSE,FALSE,NA,NA
"209","Understand the core knowledge needed to make any plot in R http://t.co/8UkkFXrFAc #rstats #datascience http://t.co/P7uMLYtIG9",FALSE,75,NA,2015-05-25 11:26:51,FALSE,NA,"602797976155779072",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",28,FALSE,FALSE,NA,NA
"104","Assumptions of Linear Regression - A Complete Guide! 
https://t.co/DaywtqjoCZ #rstats #datascience #analytics https://t.co/vbm2MJxamR",FALSE,69,NA,2015-11-18 13:29:59,FALSE,NA,"666971614433705985",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",27,FALSE,FALSE,NA,NA
"112","R Tip: R Tip: Efficient reshaping using data.table #rstats #datascience https://t.co/zv5SdFWmaq https://t.co/DPrrVcxbTr",FALSE,41,NA,2015-11-04 05:15:15,FALSE,NA,"661773681295667200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",27,FALSE,FALSE,NA,NA
"170","R Tip: Be careful when you use `==` to compare fractions. all.equal() is safer. #rstats #datascience http://t.co/vpswRT73Ap",FALSE,59,NA,2015-07-20 02:24:38,FALSE,NA,"622955244918476800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",27,FALSE,FALSE,NA,NA
"46","timevis: R Pkg for interactive timeline visualizations. Great for visualizing milestones and story telling. #rstats https://t.co/QNbFOU3PwO",FALSE,55,NA,2016-07-25 16:02:32,FALSE,NA,"757606972329824256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",25,FALSE,FALSE,NA,NA
"74","Introducing ""Learn R by Intensive Practice-pt.1"" - videos for beginners https://t.co/03DkX5Yd7R #rstats #datascience https://t.co/O6SIWmMnue",FALSE,62,NA,2016-02-03 17:38:48,FALSE,NA,"694938099361550336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",25,FALSE,FALSE,NA,NA
"240","R Tip: Get the most influential observations in data using influence.measures() #rstats #statistics #datascience http://t.co/AUJ07sURJn",FALSE,61,NA,2015-04-16 03:42:46,FALSE,NA,"588548058247401472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",25,FALSE,FALSE,NA,NA
"271","R Tip: Never use as.numeric to convert a factor var to integer, instead use as.numeric(as.character(fac_var)) #rstats http://t.co/a7DopKBUdS",FALSE,34,NA,2015-02-24 16:13:48,FALSE,NA,"570255279289298944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",25,FALSE,FALSE,NA,NA
"288","'Statistical Analysis and Data mining' is the skill with highest demand! says LinkedIn http://t.co/UJNBLEv7v7 #rstats #datascience @LinkedIn",FALSE,14,NA,2014-12-30 10:20:10,FALSE,NA,"549872565489905666",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",25,FALSE,FALSE,NA,NA
"24","Super Hot! #rstats #datascience https://t.co/BWUgbCAkLq",FALSE,49,NA,2017-01-24 03:52:33,FALSE,NA,"823740246055682048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",24,FALSE,FALSE,NA,NA
"30","A good chance to get my 'Mastering R Programming' course for $5 (normally much higher) https://t.co/tuShsIA3jM… https://t.co/PBzRx8XclS",FALSE,34,NA,2016-12-16 11:27:09,TRUE,NA,"809721523506249731",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",24,FALSE,FALSE,NA,NA
"63","R Tip: In a given dataset, missForest::prodNA( ) introduces missing values at random. See pic. #rstats #datascience https://t.co/xZRvcZn6Bn",FALSE,51,NA,2016-04-01 12:57:31,FALSE,NA,"715885806167035904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",24,FALSE,FALSE,NA,NA
"173","Essential core knowlege for making plots in R #rstats #datascience http://t.co/8UkkFXrFAc http://t.co/C6rxkzGjUE",FALSE,32,NA,2015-07-15 08:42:36,FALSE,NA,"621238422842273793",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",24,FALSE,FALSE,NA,NA
"204","R Tip: geocode {ggmap} - gets the latitude and longitude of any street address. #rstats #datascience http://t.co/77qLTfdjyR",FALSE,63,NA,2015-06-02 15:18:27,FALSE,NA,"605755362789056512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",24,FALSE,FALSE,NA,NA
"256","Strategies to Speed Up R Code by http://t.co/yhguAcmq85
#rstats #DataScience #DataAnalytics 
http://t.co/krYSs1Se3x http://t.co/wo7hUjeb72",FALSE,37,NA,2015-03-27 15:04:01,FALSE,NA,"581471743698595840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",24,FALSE,FALSE,NA,NA
"261","R Tip: Find to which given interval, a given number belongs to using findInterval() #rstats #datascience http://t.co/9pdUZxAbms",FALSE,37,NA,2015-03-12 11:58:27,FALSE,NA,"575989224622538753",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",24,FALSE,FALSE,NA,NA
"119","Understanding Entropy, Information gain and k-NN - Well Explained! #rstats #datascience http://t.co/7N8UrK9mOi http://t.co/fLRBB0kCJJ",FALSE,36,NA,2015-10-17 14:30:03,FALSE,NA,"655390317902852100",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",23,FALSE,FALSE,NA,NA
"148","R Tip: interaction.plot is very useful to visualise combined effect of 2 variabls on a response. #rstats #datascience http://t.co/Dy2KlAL4r1",FALSE,41,NA,2015-08-11 03:55:18,FALSE,NA,"630950592660115457",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",23,FALSE,FALSE,NA,NA
"213","A nice collection of R cheatsheets by @rstudio . http://t.co/cuoPR6wndc Resourceful! #rstats #analytics #datascience.",FALSE,44,NA,2015-05-19 12:26:40,FALSE,NA,"600638702071590912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",23,FALSE,FALSE,NA,NA
"264","R Tip: approx(x, y) returns a list of points that linearly interpolates given datapoints. #rstats #analytics http://t.co/QxkhqQe7bs",FALSE,45,NA,2015-03-07 19:27:07,FALSE,NA,"574290199418548224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",23,FALSE,FALSE,NA,NA
"354","IEEE Ranks R at #9 amongst all languages #rstats #programming http://t.co/Hj40ojbtTH",FALSE,8,NA,2014-07-14 04:44:08,FALSE,NA,"488544449438294018",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",23,FALSE,FALSE,NA,NA
"51","R Tip: Don't let the name of a function's return value clash with an existing object. See pic! #rstats #DataScience https://t.co/6cgn0KZABK",FALSE,45,NA,2016-07-18 02:21:38,FALSE,NA,"754863671700885504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",22,FALSE,FALSE,NA,NA
"77","Introductory Optimization class notes. Useful! #DataScience #statistics #Optimization https://t.co/1iCgUd5kmO https://t.co/XVdez0RhUh",FALSE,60,NA,2016-01-30 06:40:33,FALSE,NA,"693322891140575232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",22,FALSE,FALSE,NA,NA
"132","R Tip: An good article for market basket analysis using association mining in R http://t.co/dCLnfKl1Dd #rstats #machinelearning",FALSE,24,NA,2015-09-14 05:40:13,FALSE,NA,"643298182877851648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",22,FALSE,FALSE,NA,NA
"143","R Tip: Use coord_flip() with ggplot to flip your x and y axes. #rstats #datascience http://t.co/ggRj057iwd",FALSE,41,NA,2015-08-24 04:41:54,FALSE,NA,"635673363634069504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",22,FALSE,FALSE,NA,NA
"186","R Tip: Given a set of condition checks, any() gives TRUE if any one of the conditions is TRUE. #rstats #analytics http://t.co/zqrpC5Mjm1",FALSE,34,NA,2015-07-01 04:12:19,FALSE,NA,"616096972336816129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",22,FALSE,FALSE,NA,NA
"80","R Tip: Obs with cooks dist &gt; 4*mean are considered to be extreme #rstats #datascience https://t.co/NdC1MDZnTU https://t.co/ICqEHTZdnf",FALSE,30,NA,2016-01-18 09:35:26,FALSE,NA,"689018247551688704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",21,FALSE,FALSE,NA,NA
"91","How to Improve Accuracy for Logistic Regression Models https://t.co/biBAzC36OF #rstats #datascience #analytics https://t.co/fkUzH4dNBI",FALSE,40,NA,2015-12-17 17:37:08,FALSE,NA,"677543062516580352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",21,FALSE,FALSE,NA,NA
"195","R Tip: Use Shift + Ctrl + C to comment / uncomment multiple lines of code in one go on @rstudio #rstats #analytics",FALSE,31,NA,2015-06-19 02:23:43,FALSE,NA,"611720990402293761",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",21,FALSE,FALSE,NA,NA
"201","Your questions about linear regression, fully explained! http://t.co/dlMgAVOupI #rstats #datascience",FALSE,53,NA,2015-06-07 14:19:56,FALSE,NA,"607552574162497537",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",21,FALSE,FALSE,NA,NA
"37","R Tip: How to write multi-level ifelse( ) statement in R?
https://t.co/84SsV4cYR9 … #rstats #datascience https://t.co/R3CVjOz7ue",FALSE,55,NA,2016-11-09 02:23:19,FALSE,NA,"796176310410223616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",20,FALSE,FALSE,NA,NA
"39","<U+26A1><U+FE0F> “Published 'Introduction to R Programming' Video Course”

https://t.co/dloRDeaUp3  #rstats #datascience",FALSE,38,NA,2016-10-17 17:58:44,FALSE,NA,"788076797388652544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",20,FALSE,FALSE,NA,NA
"70","R Tip: How to create new column in a data.table when the name of column must be a string #rstats #datascience https://t.co/XP3SIrDONq",FALSE,48,NA,2016-03-19 05:30:48,FALSE,NA,"711062343162023936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",20,FALSE,FALSE,NA,NA
"181","R Tip: library(help=datasets) reveals the inbuilt datasets in R #rstats #datascience http://t.co/ecj8lAq1xF",FALSE,30,NA,2015-07-07 11:13:11,FALSE,NA,"618377216309628928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",20,FALSE,FALSE,NA,NA
"229","Learn the math behind p-Values and related calculations in linear regression. #rstats #statistics http://t.co/dlMgAVOupI",FALSE,38,NA,2015-05-03 19:15:18,FALSE,NA,"594943333417422848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",20,FALSE,FALSE,NA,NA
"278","Get started in R: A Full Length tutorial, for fast learning. #rstats #datascience #analytics http://t.co/wjXnnQlVGw http://t.co/5zjKdFK81M",FALSE,43,NA,2015-02-16 15:38:46,FALSE,NA,"567347359978254337",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",20,FALSE,FALSE,NA,NA
"113","The Emerging Role of Data Scientists on Software Development Teams #datascience https://t.co/Rmg3kgtjR7 https://t.co/U522KUhVTl",FALSE,22,NA,2015-10-31 17:23:31,FALSE,NA,"660507403511697408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",19,FALSE,FALSE,NA,NA
"152","Frequently asked R questions on StackOverflow! http://t.co/BzVckCDbGb #rstats #datascience",FALSE,25,NA,2015-08-07 08:46:10,FALSE,NA,"629574239994023936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",19,FALSE,FALSE,NA,NA
"155","R Tip: cat(""\14"") clears console. So add it to top of your R scripts to clear the console before every fresh run. #rstats #datascience",FALSE,36,NA,2015-08-04 14:19:29,FALSE,NA,"628570958953975808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",19,FALSE,FALSE,NA,NA
"184","R Tip:all() takes in multiple condition checks and returns TRUE only if ALL conditions are TRUE #rstats #DataScience http://t.co/ZAcgJYwx80",FALSE,23,NA,2015-07-03 06:07:30,FALSE,NA,"616850735263682560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",19,FALSE,FALSE,NA,NA
"188","How to detect breakouts in a time series in R? http://t.co/UOPd6smbpi … #rstats #datascience http://t.co/zmZqaRVwTC",FALSE,33,NA,2015-06-29 02:15:03,FALSE,NA,"615342684601856000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",19,FALSE,FALSE,NA,NA
"205","R Tip: prop.table (mat, 1) converts row values in 'mat' to fractions so each row adds up to 1.  #rstats #datascience http://t.co/twodQQccr8",FALSE,45,NA,2015-06-01 04:11:06,FALSE,NA,"605225030620815360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",19,FALSE,FALSE,NA,NA
"206","Nice Data.Table cheatsheet by @DataCamp https://t.co/j4f3izN3Sw
#rstats #datascience",FALSE,34,NA,2015-05-30 14:06:57,FALSE,NA,"604650205766516737",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",19,FALSE,FALSE,NA,NA
"215","R Tip: fortify() {ggplot2} creates a dataframe with key regression stats for each datapoint #rstats #statistics http://t.co/otBfNbUjtr",FALSE,33,NA,2015-05-18 11:18:49,FALSE,NA,"600259240696090624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",19,FALSE,FALSE,NA,NA
"226","Highly recommended books on R: http://t.co/UrxbdR6UhU #rstats #datascience",FALSE,29,NA,2015-05-07 12:37:26,FALSE,NA,"596292757053804544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",19,FALSE,FALSE,NA,NA
"282","Free R Tutorials from scratch. Its fun!  https://t.co/KV57lbafod
#rstats #datascience #statistics #analytics http://t.co/pMjyoWaSkC",FALSE,36,NA,2015-01-06 20:21:16,FALSE,NA,"552560553961353216",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",19,FALSE,FALSE,NA,NA
"299","A quick and simplified introduction to Time series Analysis http://t.co/fhbtsAQTHd #rstats #datascience",FALSE,35,NA,2014-12-05 12:43:14,FALSE,NA,"540848873011298304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",19,FALSE,FALSE,NA,NA
"3","New Blog Post: The Part 2 is here! 'NumPy Tutorial - Vital Functions for Data Analysis' 
https://t.co/bf3uWwoDq4… https://t.co/BNFn7mWiLr",FALSE,31,NA,2018-02-14 18:03:30,TRUE,NA,"963836111100436480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",18,FALSE,FALSE,NA,NA
"52","Handling missing values with mice package - simplified! https://t.co/o4eQO31bwB #rstats #DataScience by @datascienceplus",FALSE,36,NA,2016-06-14 14:55:47,FALSE,NA,"742732270939688960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",18,FALSE,FALSE,NA,NA
"81","R Tip: Use zoo::yearmon to display month dates in correct order. #rstats #datascience https://t.co/WfPXmf1thg https://t.co/lWuM9bWde3",FALSE,55,NA,2016-01-16 15:34:21,FALSE,NA,"688383797222506496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",18,FALSE,FALSE,NA,NA
"97","R Tip: Storing .csv data files as native .Rda format considerably reduces disk space usage (upto 80%). #rstats https://t.co/yhguAcmq85",FALSE,36,NA,2015-12-03 13:57:25,FALSE,NA,"672414337546346496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",18,FALSE,FALSE,NA,NA
"134","R Tip: influence(myMod) provides diagnostics to check quality for regression fits. #rstats #DataScience http://t.co/s19uAoZ3Y0",FALSE,27,NA,2015-09-08 04:14:46,FALSE,NA,"641102350548008960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",18,FALSE,FALSE,NA,NA
"176","R Tip: The t() function transposes the rows and columns of matrix. https://t.co/sFGkEprCw2 #rstats #datascience http://t.co/4ItNVCeazS",FALSE,35,NA,2015-07-13 03:40:31,FALSE,NA,"620437623371214850",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",18,FALSE,FALSE,NA,NA
"66","How Latent Dirichlet Allocation Works? Manually coded! https://t.co/bP83Wr5Mrf #rstats #datascience #machinelearning https://t.co/W8qNJnF1W4",FALSE,25,NA,2016-03-21 08:32:37,FALSE,NA,"711832877118279680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",17,FALSE,FALSE,NA,NA
"144","Some advanced R topics you should be aware of even if you dont plan to attend http://t.co/vtKYWdak0E  #rstats #datascience",FALSE,27,NA,2015-08-23 12:15:11,FALSE,NA,"635425046920466432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",17,FALSE,FALSE,NA,NA
"208","A good collection of data repositories! http://t.co/p81kz0LXSd #rstats #datascience",FALSE,42,NA,2015-05-26 15:59:59,FALSE,NA,"603229099578904576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",17,FALSE,FALSE,NA,NA
"232","R Language Practice Exercises for Beginners !
http://t.co/jZGHMkGsjJ #rstats #datascience",FALSE,28,NA,2015-04-27 18:04:03,FALSE,NA,"592751073489727489",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",17,FALSE,FALSE,NA,NA
"89","How to choose the most appropriate #GLMM model? https://t.co/JUGYmvGvNg  packages: #lme4, #hglm #INLA #datascience #rstats by @CasalsTMarti",FALSE,33,NA,2015-12-20 07:44:24,FALSE,NA,"678481058447233024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",16,FALSE,FALSE,NA,NA
"90","R Tip: Use signif(x, n) to keep exactly 'n' signif digits in 'x'. #rstats #analytics https://t.co/WfPXmf1thg https://t.co/U2Ab5qLzJE",FALSE,40,NA,2015-12-20 06:31:57,FALSE,NA,"678462825375772672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",16,FALSE,FALSE,NA,NA
"98","Best kept secret about linear and logistic regression! Nice and simple. https://t.co/nkCNNtCG8o #datascience #statistics",FALSE,35,NA,2015-12-03 07:42:49,FALSE,NA,"672320067518881792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",16,FALSE,FALSE,NA,NA
"129","R Tip: Create a dataframe representation of a linear model using tidy {broom} #rstats #DataScience http://t.co/ufdtXb88j9",FALSE,38,NA,2015-09-21 09:42:40,FALSE,NA,"645895911709782016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",16,FALSE,FALSE,NA,NA
"217","Probability cheetsheet #statistics #datascience https://t.co/XLZiAwUCiD",FALSE,30,NA,2015-05-15 14:03:57,FALSE,NA,"599213632476422145",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",16,FALSE,FALSE,NA,NA
"224","A good collection of free R tutorials contributed to CRAN: http://t.co/3DhDQXLZeM #rstats #datascience",FALSE,41,NA,2015-05-11 12:58:17,FALSE,NA,"597747557528305664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",16,FALSE,FALSE,NA,NA
"242","R Tip: y &lt;- x[!x %in% boxplot.stats(x)$out] will remove all outliers from x, where x is continuous. #rstats #statistics #datascience",FALSE,39,NA,2015-04-15 02:41:10,FALSE,NA,"588170169836511234",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",16,FALSE,FALSE,NA,NA
"273","Learn how to graciously handle errors in R and what to do about it. http://t.co/wYjgp55OJ0 #rstats #DataScience http://t.co/z5BC1Wny2G",FALSE,23,NA,2015-02-22 12:14:14,FALSE,NA,"569470217241251840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",16,FALSE,FALSE,NA,NA
"43","R Tip: A nice hack to reset graphics parameters to default. #rstats #datascience https://t.co/fciHuDxaCH https://t.co/m7jVr5YEKw",FALSE,45,NA,2016-08-24 08:19:00,FALSE,NA,"768361955685990400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",15,FALSE,FALSE,NA,NA
"99","R Tip: Use the `:::` operator if you want to access functions not exported from a pkg. #rstats #DataScience https://t.co/eDvC782nAR",FALSE,23,NA,2015-12-01 11:54:53,FALSE,NA,"671658724528795648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",15,FALSE,FALSE,NA,NA
"108","R Tip: See where your code is slow using profvis. #rstats #datascience https://t.co/q2LwQQSJH8 https://t.co/uhK9w95VR7",FALSE,41,NA,2015-11-12 07:04:49,FALSE,NA,"664700356538949632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",15,FALSE,FALSE,NA,NA
"128","R Tip: Use union(a, b) to get the set union of all elements from vectors a and b #rstats #math http://t.co/EriDkmufnr",FALSE,24,NA,2015-09-22 05:08:02,FALSE,NA,"646189188954517504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",15,FALSE,FALSE,NA,NA
"150","R Tip: Use minor.tick {Hmisc} to add minor ticks to your plots #rstats #DataScientist http://t.co/VM9MPdL2MS",FALSE,26,NA,2015-08-10 03:47:07,FALSE,NA,"630586147496824832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",15,FALSE,FALSE,NA,NA
"162","R Tip: Use object.size(x) to find the size of 'x' in bytes. To find the size of all objs use, sapply(ls(), object.size) #rstats #datascience",FALSE,34,NA,2015-07-31 02:55:51,FALSE,NA,"626949365773393920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",15,FALSE,FALSE,NA,NA
"268","R Tip: Convert a continuous variable to a factor variable based on quantiles using quantcut() from gtools pkg #rstats #bigdata",FALSE,30,NA,2015-02-25 17:47:24,FALSE,NA,"570641222278057984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",15,FALSE,FALSE,NA,NA
"38","My brand new machine learning video course is ready! Publishing very soon. https://t.co/tuShsIA3jM #rstats #datascience",FALSE,32,NA,2016-11-08 05:47:22,FALSE,NA,"795865274016669696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",14,FALSE,FALSE,NA,NA
"136","R Tip: A nice package to read data from MS Excel into R. See examples in vignette:
https://t.co/5A7H6qsgU6 #rstats #datascience",FALSE,44,NA,2015-09-04 03:58:15,FALSE,NA,"639648645638307840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",14,FALSE,FALSE,NA,NA
"145","SparkR examples on 'Large Scale Distributed Data Science' http://t.co/pGuCDQFbxD #rstats #datascience",FALSE,20,NA,2015-08-19 11:53:36,FALSE,NA,"633970065113640960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",14,FALSE,FALSE,NA,NA
"147","R Tip: Given a forecast model, accuracy {forecast}, computes all important accuracy measures. #rstats #datascience http://t.co/78aqxg6amd",FALSE,19,NA,2015-08-12 07:04:10,FALSE,NA,"631360511620198404",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","R_Programming",14,FALSE,FALSE,NA,NA
